Crop,Year,Sow_Month,Vegetative_Dur,Reproductive_Dur,Maturity_Dur,Temp_C,Rainfall_mm,Humidity_%,SoilMoist_%,Vegetative_Irrig_lphw,Reproductive_Irrig_lphw,Maturity_Irrig_lphw
Maize,2016,June,23,31,21,29.47,515.9,71.9,22.8,5.47,3.85,2.73
Groundnut,2012,June,35,50,24,31.21,582.3,67.8,21.1,5.02,3.7,3.29
Chickpea,2012,November,23,47,18,25.23,236.5,62.0,20.8,2.91,2.93,1.81
Maize,2022,June,18,44,24,25.69,397.6,72.9,31.0,6.01,3.94,2.47
Chickpea,2024,November,24,47,20,23.75,171.4,63.2,22.3,1.82,2.85,2.15
Maize,2019,June,21,54,26,28.33,438.8,77.2,17.3,5.77,4.74,2.91
Soybean,2011,June,27,34,15,28.61,621.4,80.9,16.2,5.19,2.23,2.64
Maize,2015,June,21,47,21,23.74,494.4,69.8,22.8,4.34,4.02,2.49
Paddy,2024,August,42,54,31,26.36,1055.6,83.6,37.8,6.25,3.86,6.5
Cotton,2020,June,52,63,25,29.78,544.7,71.1,17.9,5.32,5.18,4.04
Chickpea,2008,October,20,41,25,23.24,302.2,55.8,16.0,1.86,2.47,2.87
Cotton,2010,August,48,52,23,31.99,684.5,71.6,21.1,6.42,3.84,4.86
Paddy,2007,June,34,46,36,26.2,993.5,77.9,34.8,7.54,7.22,5.23
Soybean,2013,June,27,46,10,27.94,447.3,64.5,15.4,3.56,3.66,2.56
Groundnut,2014,June,31,57,16,31.12,471.4,76.3,20.2,5.54,3.93,3.44
Soybean,2018,July,30,43,13,24.85,471.8,64.1,19.2,4.41,3.98,2.62
Maize,2015,July,25,34,18,24.8,563.8,67.0,25.7,4.33,4.0,3.87
Soybean,2022,July,21,43,17,24.95,332.2,58.3,20.6,3.59,4.41,1.72
Cotton,2016,August,31,59,19,26.95,678.7,61.1,12.9,8.38,3.78,5.32
Groundnut,2016,June,29,50,22,31.67,393.9,71.4,25.2,5.46,4.98,3.51
Paddy,2017,July,38,57,26,27.27,1075.6,77.3,36.6,8.37,7.11,5.72
Cotton,2017,June,37,59,24,35.3,551.9,61.6,23.5,4.79,5.79,3.55
Soybean,2023,July,25,39,16,31.45,256.2,71.0,24.3,5.12,4.02,3.38
Maize,2023,July,16,39,19,25.76,485.8,65.7,21.9,4.8,6.06,1.64
Groundnut,2018,June,31,55,20,29.73,738.1,75.7,13.5,5.52,3.97,2.83
Paddy,2008,August,42,70,17,22.25,1298.3,74.6,18.1,7.37,6.03,5.3
Soybean,2017,June,25,38,13,22.67,506.3,70.4,22.2,4.1,2.69,2.37
Chickpea,2012,October,25,37,17,18.8,174.8,70.0,21.4,2.72,3.15,1.99
Cotton,2023,July,38,56,29,30.11,550.1,78.7,26.3,5.83,4.53,3.52
Soybean,2016,July,25,41,19,34.48,577.8,71.6,17.1,3.67,4.1,2.11
Chickpea,2022,October,21,33,23,22.38,245.2,66.1,19.8,2.85,2.26,1.67
Chickpea,2010,October,24,42,24,23.54,240.9,65.5,20.8,2.62,1.75,2.07
Maize,2022,June,25,45,16,23.11,791.2,81.5,17.7,5.44,4.93,3.4
Cotton,2023,June,37,64,29,32.22,550.2,64.6,18.6,5.99,3.17,4.38
Sorghum,2009,June,38,44,23,29.38,450.2,76.1,24.5,5.08,4.86,2.66
Sorghum,2013,July,28,46,11,27.92,478.7,72.3,21.0,3.99,4.04,2.93
Paddy,2007,June,40,67,26,27.68,1253.4,84.0,33.6,6.33,5.32,6.55
Cotton,2014,June,42,70,31,26.72,608.7,74.3,24.8,6.56,5.76,4.4
Cotton,2023,June,42,61,31,28.7,701.5,65.2,26.7,6.63,4.16,5.36
Sorghum,2007,June,42,45,29,27.65,348.3,69.3,22.9,3.73,3.64,3.25
Groundnut,2019,June,31,65,19,29.85,547.4,83.3,15.9,4.69,5.77,3.07
Cotton,2005,July,38,48,29,26.42,408.6,70.0,25.5,6.79,4.9,5.03
Paddy,2011,June,33,45,22,29.89,827.4,75.5,38.7,7.74,7.68,6.41
Cotton,2016,June,41,64,28,28.13,813.1,80.6,17.9,4.29,3.06,4.19
Paddy,2021,August,26,65,36,26.95,839.4,75.9,27.8,8.92,6.37,6.69
Soybean,2024,July,37,34,16,25.98,306.1,75.2,24.8,4.5,5.25,2.11
Chickpea,2009,November,28,43,27,24.33,345.8,58.1,12.9,2.44,2.42,2.55
Paddy,2008,July,34,53,29,28.42,845.2,72.2,23.7,7.78,8.35,5.77
Soybean,2016,June,32,62,18,27.04,423.3,74.7,17.8,4.62,4.02,2.4
Paddy,2024,July,33,55,21,30.26,1227.0,77.4,37.2,8.67,6.5,6.37
Sorghum,2022,July,35,46,19,28.73,451.7,70.1,29.9,4.42,3.23,1.15
Paddy,2021,June,31,64,25,25.85,995.8,82.9,22.9,7.76,6.75,6.41
Chickpea,2023,October,20,39,20,19.02,333.2,58.9,18.3,3.45,3.66,1.33
Cotton,2013,July,49,56,40,28.09,471.2,72.1,24.4,8.13,6.45,4.96
Cotton,2008,July,40,57,18,32.1,662.7,60.9,14.7,5.57,5.76,4.4
Cotton,2006,July,48,62,28,28.77,474.4,64.3,23.5,4.24,4.93,3.74
Soybean,2008,July,32,43,15,27.55,448.8,73.6,21.6,4.57,3.8,3.48
Soybean,2006,July,26,53,10,26.6,701.4,73.0,23.0,4.42,4.48,2.7
Soybean,2019,July,35,39,16,26.37,636.9,71.6,25.3,3.63,3.36,2.8
Sorghum,2006,July,31,38,12,28.94,639.6,65.2,20.7,4.76,3.12,2.96
Maize,2008,July,23,31,21,22.45,385.4,61.7,24.6,4.5,4.32,1.9
Soybean,2010,July,32,35,13,22.22,535.2,88.7,22.7,4.66,3.79,2.68
Soybean,2011,July,33,46,17,24.98,724.2,72.5,24.1,5.0,3.87,3.15
Chickpea,2014,October,33,28,21,21.0,192.0,69.2,20.2,2.59,1.82,2.25
Cotton,2023,June,50,66,18,31.41,505.4,73.4,19.6,6.61,4.99,3.0
Soybean,2023,July,33,44,19,23.83,686.1,76.5,24.4,3.89,4.45,3.07
Soybean,2016,June,28,42,16,24.05,565.1,68.8,20.7,3.92,4.31,2.2
Paddy,2007,August,37,57,21,23.87,799.7,79.4,26.9,8.35,6.77,6.39
Maize,2017,June,34,49,15,30.34,485.6,54.7,21.9,3.4,3.65,4.15
Sorghum,2022,July,27,51,23,25.31,358.1,58.9,25.3,3.36,4.5,2.11
Chickpea,2012,November,20,33,17,20.19,243.3,57.4,20.6,2.69,2.04,1.73
Groundnut,2019,June,24,55,17,31.22,266.4,79.8,17.6,6.64,4.2,3.92
Chickpea,2005,October,28,41,20,22.6,274.4,59.0,19.7,2.45,3.17,2.21
Chickpea,2007,October,23,32,11,23.58,264.3,59.7,15.5,2.52,2.1,1.8
Chickpea,2012,October,32,37,17,24.94,258.9,64.7,17.8,2.9,2.45,2.0
Cotton,2008,June,43,61,24,24.05,636.4,70.1,13.1,5.38,3.73,4.3
Soybean,2020,June,17,45,7,28.77,248.8,70.9,24.7,3.61,4.47,2.75
Sorghum,2014,July,33,53,25,27.03,487.5,62.7,29.2,4.6,2.71,3.0
Paddy,2016,July,41,62,31,25.82,1056.9,72.7,28.1,7.78,6.42,5.67
Groundnut,2018,June,27,47,24,28.64,542.2,74.8,21.3,5.28,3.86,4.05
Maize,2018,June,21,49,16,23.24,477.7,57.8,11.0,5.36,4.04,1.75
Paddy,2006,July,30,45,20,27.65,622.4,76.5,39.2,6.28,7.45,6.49
Soybean,2009,July,36,52,15,26.72,488.9,65.9,26.7,5.34,3.06,2.03
Chickpea,2009,October,20,44,20,22.83,270.0,59.7,28.3,3.8,2.23,1.56
Chickpea,2010,October,24,37,19,19.16,114.6,63.5,24.0,3.44,2.72,1.76
Paddy,2017,July,32,63,16,29.6,675.3,76.4,40.0,10.68,7.18,4.78
Paddy,2013,June,37,65,19,25.88,949.7,84.5,36.9,9.8,8.34,6.7
Chickpea,2019,October,28,36,17,22.83,189.1,67.9,17.8,3.12,2.15,2.08
Cotton,2018,August,38,66,19,31.29,535.5,76.9,20.9,4.45,5.28,3.69
Maize,2011,June,26,47,18,27.01,389.3,76.4,23.2,6.06,5.13,2.23
Soybean,2024,June,32,52,19,27.05,503.9,71.8,30.7,5.02,4.53,2.37
Maize,2006,July,34,43,20,24.6,468.4,70.7,19.1,4.54,3.87,3.03
Paddy,2011,June,20,48,21,26.68,885.9,81.2,32.3,9.44,6.7,5.39
Sorghum,2010,June,33,50,20,22.13,378.7,75.0,19.3,4.0,3.56,2.0
Chickpea,2021,November,18,46,18,23.56,61.5,60.2,21.4,3.32,1.96,2.27
Sorghum,2006,June,42,53,26,29.41,527.2,70.6,27.7,3.89,2.69,3.37
Sorghum,2007,July,30,50,26,29.51,460.0,59.5,28.4,4.58,2.46,1.91
Cotton,2009,June,40,47,28,26.29,575.4,71.7,15.9,6.43,3.77,3.11
Maize,2009,July,19,37,18,22.78,599.0,63.6,29.5,4.94,3.49,3.23
Paddy,2005,June,34,65,35,27.79,864.2,86.0,28.6,7.37,8.23,6.76
Paddy,2012,July,42,63,27,30.83,902.0,81.2,18.8,7.62,7.11,5.17
Soybean,2016,June,20,38,20,25.7,550.4,65.5,27.1,4.98,3.64,2.62
Paddy,2008,July,43,59,25,23.49,1045.7,81.7,25.7,8.27,6.87,5.52
Maize,2017,July,23,34,16,25.69,512.9,75.4,20.4,5.89,2.64,2.5
Cotton,2019,June,41,73,37,29.19,642.0,65.5,16.0,6.35,4.3,4.52
Soybean,2015,June,29,43,10,26.83,529.2,78.6,18.9,4.35,3.14,2.61
Cotton,2014,August,50,57,36,28.88,598.4,66.6,23.8,4.62,5.21,4.47
Paddy,2007,July,30,51,18,25.13,1079.1,83.2,37.6,9.31,6.65,6.6
Chickpea,2018,October,25,34,16,19.93,191.3,57.8,18.4,4.37,2.73,2.43
Maize,2020,June,25,34,22,23.99,534.6,72.9,20.9,5.09,4.15,2.98
Cotton,2014,July,54,67,29,31.23,659.6,64.0,18.3,7.33,5.0,4.3
Maize,2014,July,29,36,18,29.52,432.6,80.2,26.8,3.58,4.69,1.71
Soybean,2016,July,30,51,20,26.96,627.3,72.4,14.3,4.49,3.37,2.96
Sorghum,2013,July,27,56,17,22.49,587.1,64.1,31.9,5.07,3.52,3.04
Chickpea,2005,October,21,49,19,20.23,213.7,71.9,13.5,2.38,3.4,2.12
Soybean,2009,June,37,42,7,27.72,457.0,63.9,21.6,4.11,5.11,2.98
Maize,2024,July,31,39,17,23.93,348.4,74.8,25.6,4.74,4.41,3.09
Cotton,2012,June,48,75,30,26.27,467.9,64.7,21.0,8.35,4.94,5.1
Chickpea,2015,November,30,36,20,22.72,192.1,80.0,13.1,1.89,2.55,1.76
Sorghum,2016,July,42,69,28,25.01,435.1,67.8,23.5,4.26,5.29,2.15
Chickpea,2005,November,29,48,19,24.64,164.8,57.7,22.3,3.16,2.7,2.74
Soybean,2024,July,30,41,12,29.42,202.1,75.8,24.3,3.52,2.45,2.79
Soybean,2015,June,30,48,9,30.23,682.3,76.8,21.9,4.75,3.88,2.61
Paddy,2009,June,39,45,24,27.31,904.0,83.8,29.6,8.51,6.94,6.55
Cotton,2019,June,39,74,34,29.79,386.8,65.5,10.6,6.18,5.76,3.42
Maize,2009,June,25,40,23,28.92,520.4,60.7,17.9,5.78,3.78,2.64
Paddy,2016,July,37,61,29,27.31,965.8,75.0,25.7,7.9,5.68,6.33
Cotton,2009,August,41,64,30,31.24,360.6,77.7,27.1,6.15,5.59,4.78
Cotton,2021,July,47,52,30,29.19,429.6,61.6,18.3,4.69,5.89,5.08
Chickpea,2021,November,25,43,19,22.38,311.3,67.6,21.1,3.74,2.68,2.1
Paddy,2016,July,38,55,25,27.02,813.8,78.0,33.4,7.85,7.42,5.25
Paddy,2019,July,46,59,27,25.65,787.1,75.9,29.8,7.3,7.57,5.65
Groundnut,2019,June,35,48,23,32.86,714.5,69.7,26.8,3.2,2.86,3.56
Maize,2010,July,25,33,10,24.57,328.0,62.7,19.3,5.54,2.98,1.89
Soybean,2016,June,33,47,13,28.27,525.1,74.9,23.7,4.13,4.6,2.24
Paddy,2024,August,46,69,27,26.73,960.8,79.6,29.7,8.53,7.21,5.72
Paddy,2022,July,34,43,23,29.25,726.0,70.2,35.1,6.83,5.3,5.15
Soybean,2018,June,42,49,8,27.71,428.2,64.4,24.4,3.72,4.88,3.17
Cotton,2006,June,41,64,23,30.76,622.3,72.7,18.5,8.08,4.19,4.78
Soybean,2013,July,35,50,10,31.07,589.5,72.1,22.2,5.91,4.3,2.58
Cotton,2009,June,39,59,29,32.37,293.0,60.5,22.1,3.77,4.32,5.88
Maize,2024,July,19,29,28,26.3,564.0,70.8,26.7,5.01,3.36,3.33
Sorghum,2005,July,40,45,26,25.82,480.7,78.7,19.9,5.04,4.98,2.9
Soybean,2007,June,20,43,13,27.38,436.1,73.7,35.5,5.13,3.47,2.39
Sorghum,2010,June,32,45,17,28.57,557.7,70.0,25.2,4.29,3.48,2.3
Paddy,2009,July,34,54,16,28.75,608.5,74.6,19.1,8.2,6.29,5.83
Chickpea,2009,November,22,45,18,23.04,222.1,61.7,19.2,3.46,2.41,1.82
Sorghum,2005,July,29,45,21,32.9,410.9,70.7,31.5,5.05,3.05,3.32
Soybean,2021,June,18,37,17,26.72,462.7,78.7,21.7,4.12,3.58,2.36
Paddy,2023,July,19,49,23,26.98,1241.3,83.3,26.8,8.6,4.34,7.1
Maize,2018,June,26,37,18,22.87,648.3,74.1,26.3,3.36,3.52,2.8
Cotton,2016,June,53,60,29,25.84,757.2,68.9,21.0,5.44,7.56,4.1
Soybean,2014,June,32,49,21,26.97,706.2,71.1,27.6,4.39,5.23,2.82
Soybean,2024,June,29,53,14,32.41,652.3,63.1,25.2,5.51,3.51,2.71
Soybean,2022,July,34,56,9,30.52,697.3,59.9,24.4,4.99,3.57,2.25
Groundnut,2015,June,33,50,18,30.62,712.9,76.7,21.7,4.74,3.29,3.87
Paddy,2006,August,39,51,24,28.15,917.1,79.6,39.2,7.56,5.96,5.18
Groundnut,2022,June,24,67,23,31.14,618.0,73.0,29.1,4.58,5.71,3.27
Maize,2011,June,26,37,21,29.63,663.1,73.0,22.2,5.57,3.3,2.77
Sorghum,2019,June,42,40,18,26.74,547.7,68.3,23.4,2.72,4.21,2.67
Chickpea,2015,October,23,31,15,23.53,163.9,72.9,18.1,3.46,2.68,2.42
Maize,2022,June,33,35,23,30.0,319.5,70.8,22.8,3.84,4.21,2.3
Soybean,2016,July,21,40,12,33.65,590.1,69.5,18.2,2.55,2.77,1.67
Sorghum,2010,July,34,37,9,26.57,305.3,54.9,30.8,4.12,3.41,2.69
Chickpea,2024,November,22,34,19,22.38,231.0,58.3,25.8,2.79,2.02,2.11
Soybean,2017,June,26,50,17,28.79,423.4,75.5,26.0,4.85,3.78,2.79
Sorghum,2024,June,34,41,19,30.38,639.6,66.3,21.3,3.99,4.04,2.43
Groundnut,2020,June,26,57,22,29.4,533.6,71.6,21.1,3.06,5.34,3.3
Paddy,2022,August,35,63,30,25.06,1143.2,80.5,22.7,8.54,5.98,7.45
Groundnut,2014,June,34,54,26,25.84,437.6,72.7,32.2,4.24,2.73,2.33
Maize,2012,June,21,30,24,25.59,515.6,65.8,22.9,4.98,2.6,2.59
Sorghum,2022,June,37,51,22,26.87,539.9,58.3,44.3,4.43,4.11,2.13
Maize,2005,July,14,31,20,25.21,525.4,70.6,19.6,3.28,4.6,2.9
Chickpea,2012,November,23,52,21,20.56,240.5,68.7,15.2,2.37,2.54,1.86
Paddy,2010,June,38,47,25,27.62,1156.8,71.0,23.8,9.94,7.23,5.23
Sorghum,2009,July,31,53,21,27.06,643.2,79.1,40.0,3.56,3.88,2.85
Chickpea,2019,October,24,50,12,20.56,215.8,80.8,18.3,2.54,2.51,1.73
Chickpea,2019,October,25,39,20,25.97,269.6,71.5,18.8,2.03,1.59,2.83
Sorghum,2006,July,39,61,25,28.87,598.8,58.6,35.9,4.8,2.23,1.9
Soybean,2005,July,26,42,13,19.82,604.1,66.3,25.4,4.14,3.48,1.94
Soybean,2015,July,32,41,13,26.3,282.8,75.4,25.9,5.25,3.58,2.14
Soybean,2014,July,31,48,11,24.33,471.9,83.8,17.9,5.44,4.91,2.52
Paddy,2022,August,17,62,26,28.09,1163.5,73.3,17.3,9.17,7.65,7.0
Cotton,2022,August,39,52,29,24.99,451.4,71.5,21.3,6.86,5.14,4.02
Cotton,2021,August,28,65,43,27.18,379.8,81.0,21.9,6.9,5.45,3.26
Maize,2012,June,22,53,22,27.91,418.6,73.5,31.5,4.67,3.73,2.85
Cotton,2019,June,45,62,33,34.6,257.6,78.5,21.1,4.97,5.15,5.16
Groundnut,2012,June,38,46,15,26.41,545.6,75.4,25.9,5.6,4.81,2.37
Soybean,2021,July,40,45,11,24.65,430.1,73.4,25.6,4.67,3.3,1.85
Paddy,2016,August,34,56,20,25.55,1123.2,75.3,38.3,8.73,5.45,6.48
Paddy,2012,July,32,60,25,26.11,1143.6,75.4,24.4,8.71,6.52,6.06
Paddy,2018,July,29,53,23,28.53,626.4,91.4,25.0,8.63,7.93,6.17
Sorghum,2008,June,36,62,16,28.03,563.5,63.0,24.4,4.99,3.24,2.7
Maize,2005,July,24,47,17,28.33,499.4,63.5,11.9,4.93,3.45,3.17
Soybean,2005,July,30,43,7,28.11,462.9,71.6,16.1,5.65,4.4,3.22
Soybean,2023,June,27,40,17,26.57,712.3,67.3,18.1,3.65,3.73,2.23
Soybean,2020,July,37,36,14,25.31,703.5,86.4,23.0,4.89,3.73,2.43
Groundnut,2018,June,30,44,23,27.03,481.1,74.2,17.2,5.74,3.72,3.84
Sorghum,2020,July,21,44,14,30.91,347.6,71.9,22.3,5.07,3.76,2.41
Groundnut,2009,June,26,51,5,32.54,664.5,74.3,25.7,5.17,4.45,3.79
Soybean,2013,July,32,41,10,25.08,391.2,72.0,23.0,4.38,3.77,1.97
Sorghum,2006,June,39,48,18,26.85,549.0,67.0,26.0,3.6,3.65,2.14
Maize,2022,June,20,43,21,25.55,534.4,75.6,20.6,4.24,3.8,3.3
Sorghum,2010,June,24,57,26,21.77,640.3,76.1,21.9,4.56,4.87,3.54
Maize,2013,July,28,41,19,26.45,655.0,76.5,32.8,5.0,3.3,2.74
Cotton,2005,June,44,68,33,29.9,253.3,65.1,25.5,4.25,5.02,3.54
Maize,2013,June,31,27,24,29.91,437.3,72.8,19.1,5.04,5.78,3.76
Groundnut,2020,June,27,44,18,29.55,599.4,73.5,29.9,5.23,3.72,3.51
Cotton,2017,August,55,64,30,32.26,645.8,62.4,16.0,3.85,5.06,4.44
Cotton,2013,June,35,56,32,27.5,594.0,86.3,11.1,5.23,4.77,3.58
Chickpea,2017,October,27,39,17,23.68,274.8,63.8,16.6,2.67,2.74,1.36
Maize,2013,June,24,41,23,25.57,597.9,68.3,17.7,5.72,4.49,2.65
Sorghum,2015,July,39,41,27,29.12,552.0,71.1,15.0,3.24,3.24,3.19
Cotton,2008,July,45,45,18,29.56,541.8,68.4,16.8,5.99,3.49,4.02
Paddy,2006,August,37,61,27,24.47,954.0,75.2,22.2,7.65,7.18,6.22
Chickpea,2010,November,25,22,12,19.45,26.9,68.1,14.8,3.68,2.35,1.62
Sorghum,2018,July,40,39,21,29.46,491.6,72.0,32.6,4.05,3.33,2.15
Groundnut,2008,June,20,52,16,28.59,455.6,68.6,18.2,5.66,3.67,3.09
Cotton,2010,July,50,63,26,31.88,601.2,70.2,12.7,5.93,5.29,5.07
Chickpea,2023,October,25,37,15,23.49,249.8,68.8,21.3,2.63,2.69,2.28
Sorghum,2010,June,30,52,20,27.36,567.1,70.0,40.3,5.62,2.89,3.51
Paddy,2006,August,26,49,31,26.86,736.1,84.3,40.8,6.59,6.5,5.69
Groundnut,2022,June,32,53,20,28.71,762.0,76.9,19.5,4.95,4.48,2.63
Groundnut,2017,June,31,56,15,24.37,328.9,72.9,25.5,4.8,4.79,2.98
Groundnut,2013,June,24,44,15,29.28,515.0,72.8,20.0,6.19,5.6,2.76
Paddy,2023,August,41,41,17,26.79,647.2,84.1,21.8,9.87,8.04,7.11
Maize,2017,July,24,35,23,28.97,682.8,81.0,12.5,5.23,2.95,3.7
Sorghum,2015,July,41,49,21,24.73,492.1,70.6,34.3,3.82,3.84,3.53
Maize,2005,June,31,37,19,29.44,619.6,63.7,13.3,4.79,4.52,3.19
Groundnut,2011,June,26,69,14,26.27,647.0,71.9,29.5,4.98,3.79,3.5
Groundnut,2019,June,34,72,24,31.14,456.3,78.8,24.1,4.68,3.0,2.66
Cotton,2005,August,46,58,37,36.81,500.2,69.3,18.2,6.73,6.1,5.3
Sorghum,2016,June,30,59,19,29.2,533.6,63.5,24.4,5.0,3.55,2.64
Cotton,2011,June,45,45,32,28.96,536.1,59.9,19.6,6.21,3.77,4.86
Paddy,2019,July,39,49,14,24.34,951.0,82.5,33.8,8.63,7.33,5.26
Sorghum,2023,July,32,57,13,29.44,563.9,59.1,22.6,5.46,4.06,2.64
Paddy,2005,August,36,36,25,28.11,1046.4,82.0,22.6,8.23,6.3,5.32
Groundnut,2021,June,29,51,14,29.64,580.3,69.7,20.1,5.05,3.98,3.17
Chickpea,2021,November,31,39,16,23.86,184.8,59.4,29.6,2.27,3.43,1.68
Groundnut,2007,June,33,54,23,26.24,354.6,77.8,12.1,4.15,4.03,2.42
Soybean,2016,June,30,45,17,28.79,328.4,68.0,26.8,4.7,3.65,3.38
Sorghum,2010,June,26,63,23,30.51,470.8,66.9,26.9,2.73,2.82,2.32
Soybean,2015,July,34,46,16,32.49,451.0,69.5,27.4,4.44,3.61,2.98
Chickpea,2007,October,22,37,16,22.88,231.3,65.6,14.4,3.08,3.14,2.12
Sorghum,2012,June,29,56,12,28.05,540.7,72.4,34.1,6.1,3.88,2.01
Maize,2018,June,27,53,20,26.23,418.2,59.5,21.4,4.55,4.21,2.15
Cotton,2018,July,53,62,37,30.1,599.0,65.5,21.9,6.34,5.32,4.91
Soybean,2014,June,27,42,17,33.86,576.4,66.9,18.4,4.11,2.53,2.42
Sorghum,2006,July,42,44,22,28.45,501.9,70.6,27.6,5.24,4.25,3.72
Paddy,2018,June,38,55,21,27.48,1075.7,78.4,30.7,6.95,8.14,6.94
Maize,2013,July,26,38,23,22.96,456.9,67.5,24.5,3.79,5.2,2.55
Sorghum,2007,June,30,62,20,30.15,336.9,58.9,25.5,3.39,4.53,3.02
Groundnut,2012,June,26,47,18,27.86,574.5,73.6,26.8,5.77,3.41,2.94
Soybean,2020,June,35,40,25,29.66,252.5,79.4,18.5,3.76,3.61,3.07
Paddy,2006,July,34,50,25,26.3,1015.3,80.1,32.3,8.23,7.0,4.74
Chickpea,2010,October,27,40,15,22.58,348.3,55.4,20.3,3.84,3.22,1.64
Cotton,2016,July,42,56,33,28.57,930.9,74.0,20.1,6.82,4.57,4.74
Groundnut,2009,June,34,65,17,26.55,452.9,72.6,29.3,7.18,4.38,3.21
Soybean,2006,July,21,51,16,22.84,548.8,70.9,15.5,4.06,4.06,2.0
Paddy,2020,July,31,48,29,24.05,1009.9,74.2,29.2,5.68,7.58,7.85
Soybean,2009,June,37,33,16,24.31,438.9,73.2,23.3,4.68,3.91,2.18
Chickpea,2019,October,31,41,21,24.43,229.5,73.4,27.5,3.87,2.19,2.34
Cotton,2016,July,50,54,27,28.21,636.8,77.7,23.3,5.54,6.2,4.7
Maize,2008,July,21,45,27,22.18,585.3,64.2,23.8,5.32,5.12,4.44
Maize,2019,July,26,45,18,24.83,507.9,70.0,28.0,2.43,3.27,3.34
Chickpea,2015,October,27,43,20,21.28,248.6,59.7,18.4,4.01,3.12,1.8
Chickpea,2020,November,32,35,15,22.61,244.1,74.7,16.1,3.24,3.28,2.09
Paddy,2010,July,38,51,22,26.02,987.8,70.3,28.5,9.18,5.75,6.16
Soybean,2018,June,40,56,15,26.8,465.3,68.7,20.9,4.09,3.01,1.29
Sorghum,2022,June,31,41,26,27.86,370.2,57.5,19.9,3.88,4.13,2.79
Cotton,2016,August,31,64,40,30.33,642.5,82.6,22.5,5.99,5.5,4.72
Paddy,2015,June,36,47,23,28.49,963.6,76.9,25.5,8.38,8.71,5.19
Sorghum,2017,June,24,51,22,26.23,720.2,69.8,19.6,3.74,3.05,2.35
Maize,2015,July,33,31,21,20.84,725.4,77.5,15.0,5.07,3.81,3.09
Chickpea,2020,November,25,35,18,21.76,96.0,55.9,18.8,3.64,2.89,1.19
Cotton,2019,June,44,88,31,32.16,508.3,81.3,25.2,7.47,5.05,3.0
Cotton,2019,July,54,64,30,27.15,374.7,76.0,20.1,6.62,3.03,4.59
Cotton,2008,June,53,55,28,28.95,522.7,57.9,26.2,5.37,5.57,3.66
Sorghum,2015,June,34,37,16,33.05,314.1,66.2,23.9,4.46,2.55,2.9
Cotton,2023,July,47,46,33,30.55,414.8,65.4,17.8,6.35,4.18,3.17
Soybean,2019,June,27,52,15,32.71,446.3,74.6,15.8,4.15,4.53,3.09
Paddy,2008,July,38,41,28,29.57,1021.6,82.9,24.9,7.43,8.31,6.6
Paddy,2017,July,41,44,27,26.69,1117.7,69.7,32.6,8.27,5.01,5.2
Sorghum,2023,July,40,53,22,27.51,672.4,65.8,29.3,2.54,3.57,2.52
Sorghum,2006,July,36,42,23,30.02,533.2,64.9,29.2,4.7,2.23,2.93
Soybean,2018,June,32,54,19,23.98,277.9,70.8,25.8,5.01,3.85,2.81
Chickpea,2008,October,26,43,17,20.66,430.1,64.3,15.3,3.42,2.47,1.57
Maize,2020,July,14,52,23,24.14,498.7,71.4,23.5,3.87,4.25,3.7
Soybean,2024,June,30,39,15,29.84,301.7,78.7,23.8,4.61,4.74,2.1
Soybean,2018,June,36,46,12,27.39,462.1,75.6,17.5,4.2,3.9,1.52
Maize,2019,June,19,34,26,24.86,465.2,67.3,16.8,4.13,2.96,3.57
Chickpea,2007,October,25,38,28,26.23,251.4,66.4,13.4,3.03,3.1,1.23
Soybean,2012,June,24,42,11,27.47,453.0,72.1,21.5,5.91,2.83,2.41
Chickpea,2020,November,30,18,20,18.78,315.5,73.4,19.5,1.41,2.51,1.55
Cotton,2014,August,45,52,33,23.58,797.9,79.4,26.0,7.16,4.92,3.91
Sorghum,2008,June,35,47,16,28.49,469.8,59.0,33.6,3.93,4.71,2.15
Maize,2022,June,25,33,18,28.05,349.5,67.8,24.5,4.1,3.97,3.18
Maize,2006,July,26,35,17,25.74,339.1,65.1,22.6,4.43,3.48,3.62
Sorghum,2021,June,27,53,16,25.9,633.5,83.5,29.6,3.33,4.83,1.86
Paddy,2017,July,33,59,17,25.87,1242.8,83.1,35.9,6.94,5.48,5.14
Sorghum,2008,July,32,51,20,27.63,498.8,76.8,30.4,3.25,4.29,3.51
Maize,2015,July,30,50,19,27.36,666.2,82.5,31.4,5.28,5.29,2.42
Groundnut,2011,June,26,62,20,30.35,620.7,78.7,11.7,5.81,3.59,3.35
Paddy,2016,June,33,60,24,28.6,914.3,83.8,26.5,5.75,5.42,5.55
Paddy,2014,June,31,46,17,30.08,764.4,66.8,27.5,6.65,6.12,6.64
Soybean,2011,June,27,54,12,27.26,565.7,67.3,10.6,2.45,4.73,2.73
Paddy,2017,August,29,46,25,22.45,909.7,88.0,25.8,9.3,8.47,5.22
Maize,2011,June,22,34,17,27.32,361.6,71.4,23.8,3.6,4.76,3.75
Maize,2021,July,25,49,20,26.72,519.5,72.8,21.3,5.12,3.16,2.52
Cotton,2014,August,42,56,32,31.39,366.5,64.9,16.1,5.77,3.21,4.91
Maize,2014,June,28,44,15,25.54,434.4,80.3,24.5,4.9,4.22,2.74
Paddy,2008,August,31,64,26,27.39,1040.5,79.0,35.1,7.82,6.91,5.28
Cotton,2024,July,32,59,33,30.16,546.2,61.6,19.9,4.78,5.61,4.05
